build,tier,query,ops,rep,ms
dec128,A,cmp,4,5,436.532
dec128,B,scan_count,1,5,260.723
dec128,B,sum,1,5,457.903
dec128,B,avg,1,5,457.472
dec128,B,sum_8add,1,5,839.569
dec128,B,sum_expr_mixed,1,5,630.854
dec128,B,sum_mul,1,5,550.181
dec128,B,sum_div,1,5,1227.84
dec128,B,stddev,1,5,559.829
dec128,B,order_by_limit,1,5,0.112
dec128,B,where_gt,1,5,333.84
dec128,B,text_out,1,5,534.871
dec128,B,hash_agg,1,5,640.152
dec128,B,hash_join,1,5,1029.884
dec128,B,index_scan,1,5,93.089
dec128,B,cast_int,1,5,568.257
dec128,B,cast_float8,1,5,869.615
stock,A,add,0,6,249.054
stock,A,add,1,6,593.852
stock,A,add,2,6,868.101
stock,A,add,4,6,1406.06
stock,A,add,8,6,2410.747
stock,A,sub,0,6,248.627
stock,A,sub,1,6,610.594
stock,A,sub,2,6,842.36
stock,A,sub,4,6,1359.902
stock,A,sub,8,6,2203.804
stock,A,mul,0,6,248.538
stock,A,mul,1,6,621.52
stock,A,mul,2,6,870.292
stock,A,mul,4,6,1391.622
stock,A,div,0,6,248.992
stock,A,div,1,6,785.752
stock,A,div,2,6,1208.643
stock,A,div,4,6,2105.834
stock,A,cmp,0,6,248.302
stock,A,cmp,1,6,464.185
stock,A,cmp,2,6,552.584
stock,A,cmp,4,6,724.71
stock,B,scan_count,1,6,249.584
stock,B,sum,1,6,399.59
stock,B,avg,1,6,397.88
stock,B,sum_8add,1,6,2495.06
stock,B,sum_expr_mixed,1,6,1259.979
stock,B,sum_mul,1,6,687.536
stock,B,sum_div,1,6,875.686
stock,B,stddev,1,6,482.684
stock,B,order_by_limit,1,6,0.126
stock,B,where_gt,1,6,462.737
stock,B,text_out,1,6,478.799
stock,B,hash_agg,1,6,873.592
stock,B,hash_join,1,6,997.086
stock,B,index_scan,1,6,84.133
stock,B,cast_int,1,6,508.418
stock,B,cast_float8,1,6,850.763
dec128,A,add,0,6,262.758
dec128,A,add,1,6,374.226
dec128,A,add,2,6,427.57
dec128,A,add,4,6,516.314
dec128,A,add,8,6,712.028
dec128,A,sub,0,6,260.723
dec128,A,sub,1,6,386.203
dec128,A,sub,2,6,437.412
dec128,A,sub,4,6,527.225
dec128,A,sub,8,6,740.262
dec128,A,mul,0,6,261.479
dec128,A,mul,1,6,383.377
dec128,A,mul,2,6,435.727
dec128,A,mul,4,6,525.495
dec128,A,div,0,6,259.927
dec128,A,div,1,6,1076.449
dec128,A,div,2,6,1760.247
dec128,A,div,4,6,3207.571
dec128,A,cmp,0,6,261.661
dec128,A,cmp,1,6,331.394
dec128,A,cmp,2,6,364.082
dec128,A,cmp,4,6,435.01
dec128,B,scan_count,1,6,261.047
dec128,B,sum,1,6,458.882
dec128,B,avg,1,6,459.315
dec128,B,sum_8add,1,6,838.438
dec128,B,sum_expr_mixed,1,6,629.632
dec128,B,sum_mul,1,6,547.955
dec128,B,sum_div,1,6,1226.624
dec128,B,stddev,1,6,558.653
dec128,B,order_by_limit,1,6,0.111
dec128,B,where_gt,1,6,332.383
dec128,B,text_out,1,6,534.688
dec128,B,hash_agg,1,6,641.936
dec128,B,hash_join,1,6,1060.674
dec128,B,index_scan,1,6,93.524
dec128,B,cast_int,1,6,570.389
dec128,B,cast_float8,1,6,868.713
stock,A,add,0,7,249.986
stock,A,add,1,7,591.754
stock,A,add,2,7,869.333
stock,A,add,4,7,1405.083
stock,A,add,8,7,2409.654
stock,A,sub,0,7,248.798
stock,A,sub,1,7,614.549
stock,A,sub,2,7,843.319
stock,A,sub,4,7,1357.062
stock,A,sub,8,7,2202.001
stock,A,mul,0,7,249.097
stock,A,mul,1,7,622.654
stock,A,mul,2,7,871.105
stock,A,mul,4,7,1391.373
stock,A,div,0,7,248.792
stock,A,div,1,7,790.283
stock,A,div,2,7,1212.516
stock,A,div,4,7,2112.608
stock,A,cmp,0,7,249.009
stock,A,cmp,1,7,463.709
stock,A,cmp,2,7,553.316
stock,A,cmp,4,7,725.007
stock,B,scan_count,1,7,248.268
stock,B,sum,1,7,397.469
stock,B,avg,1,7,398.552
stock,B,sum_8add,1,7,2500.823
stock,B,sum_expr_mixed,1,7,1260.939
stock,B,sum_mul,1,7,688.095
stock,B,sum_div,1,7,878.28
stock,B,stddev,1,7,482.953
stock,B,order_by_limit,1,7,0.125
stock,B,where_gt,1,7,463.536
stock,B,text_out,1,7,481.529
stock,B,hash_agg,1,7,873.851
stock,B,hash_join,1,7,1002.307
stock,B,index_scan,1,7,85.309
stock,B,cast_int,1,7,510.199
stock,B,cast_float8,1,7,847.947
dec128,A,add,0,7,262.59
dec128,A,add,1,7,374.408
dec128,A,add,2,7,426.296
dec128,A,add,4,7,515.828
dec128,A,add,8,7,710.272
dec128,A,sub,0,7,260.064
dec128,A,sub,1,7,386.128
dec128,A,sub,2,7,436.32
dec128,A,sub,4,7,527.936
dec128,A,sub,8,7,719.957
dec128,A,mul,0,7,260.275
dec128,A,mul,1,7,383.218
dec128,A,mul,2,7,435.225
dec128,A,mul,4,7,526.713
dec128,A,div,0,7,260.876
dec128,A,div,1,7,1072.175
dec128,A,div,2,7,1759.146
dec128,A,div,4,7,3201.564
dec128,A,cmp,0,7,261.631
dec128,A,cmp,1,7,331.332
dec128,A,cmp,2,7,364.486
dec128,A,cmp,4,7,436.687
dec128,B,scan_count,1,7,261.674
dec128,B,sum,1,7,460.78
dec128,B,avg,1,7,460.162
dec128,B,sum_8add,1,7,840.7
dec128,B,sum_expr_mixed,1,7,629.728
dec128,B,sum_mul,1,7,548.756
dec128,B,sum_div,1,7,1227.365
dec128,B,stddev,1,7,558.707
dec128,B,order_by_limit,1,7,0.109
dec128,B,where_gt,1,7,331.739
dec128,B,text_out,1,7,535.878
dec128,B,hash_agg,1,7,643.237
dec128,B,hash_join,1,7,968.282
dec128,B,index_scan,1,7,93.658
dec128,B,cast_int,1,7,568.779
dec128,B,cast_float8,1,7,868.846
stock,A,add,0,8,249.369
stock,A,add,1,8,592.309
stock,A,add,2,8,866.757
stock,A,add,4,8,1405.936
stock,A,add,8,8,2409.899
stock,A,sub,0,8,249.326
stock,A,sub,1,8,613.243
stock,A,sub,2,8,846.297
stock,A,sub,4,8,1354.254
stock,A,sub,8,8,2211.432
